Model Xe,Năm Sản Xuất,Gía Tiền,Xuất Xứ,Tình Trạng,Dòng Xe,Số KM Đã Đi,Màu Ngoại Thất,Màu Nội Thất,Số Chỗ Ngồi,Động Cơ,Hệ Thống Nạp Nhiên Liệu,Hộp Số,Dẫn Động,Thành Phố MPG,Cao Tốc MPG,Chiều Dài Cơ Sở,Chiều Dài Xe,Chiều Rộng Xe,Chiều Cao Xe,Độ Nặng,Kích Thước Động Cơ,Tỷ Số Đường Kính Xy Lanh & Pít Tông,Stroke,Mã Lực,Số Vòng Quay Cực Đại,Địa Chỉ
Mercedes-Benz AMG GT 53,2020,1839885000,Xe nước ngoài,1,Hatchback,38382,Silica đen pha lê,Unknown,5,ĐiệnLanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,29,164,172.6,89,50.4,2602,139,3.01,2.77,190,6997,16570 S. Highland
Audi RS 5 Sportback,2023,1839678000,Xe nước ngoài,1,Hatchback,16205,Thép satin kim loại,Đen,5,Xăng 3.9L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,26,164,174.4,79.1,56.8,2767,190,2.75,2.78,156,5188,3124 BRISTOL HWY
Tesla Model S Long Range,2022,648600000,Xe nước ngoài,1,Hatchback,28438,Mã não đen kim loại,Unknown,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,27,44.9,168.4,102.6,51.8,2499,230,3.44,2.7,201,5805,1111 CASTALIA ST
Tesla Model S Long Range,2022,755849000,Xe nước ngoài,1,Hatchback,25218,Becketts đen,Đen,5,Xăng 3.8L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,55.6,173.2,104.9,49.8,2622,122,2.88,3.45,116,6697,11001 W I70 FRONTAGE RD N
Dodge Durango Citadel,2019,934421000,Xe nước ngoài,1,Suv-crossover,109541,Blizzard pearl w/mái nhà đen nửa đêm,Unknown,6,HybridLanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,73.4,171.9,80.5,54.8,2288,215,3.26,2.96,127,5859,2011 North Salisbury Blvd
Chevrolet Traverse LT w/ LT Premium Package,2021,920000000,Xe nước ngoài,1,Suv-crossover,98389,Hổ phách sang trọng,Máy bay phản lực đen,7,Hybrid5.2L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,72,171.9,76.3,55.3,2646,212,2.95,3.19,177,6683,3800 W Hillsborough Ave
Honda Passport TrailSport,2022,919977000,Xe nước ngoài,1,Suv-crossover,25096,Bạc kim loại cirrus,Unknown,6,ĐiệnLanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,29,33,72,177.4,109.5,54.8,2268,196,3.25,3.45,173,6913,9570 Southwest Freeway
Mercedes-Benz GLE 350 4MATIC,2020,919977000,Xe nước ngoài,1,Suv-crossover,92678,Kim loại bạc cổ điển,Máy bay phản lực đen,5,Điện1.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,28,72,167.3,96.2,50,2647,189,3.03,3.09,168,6549,5455 S University Dr
Lexus RX 350 FWD w/ Premium Package,2020,919931000,Xe nước ngoài,1,Suv-crossover,58942,Thạch anh sâm panh,Unknown,7,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,36,36,72,178.9,96.4,56.2,2800,188,3.43,3.43,122,6141,500 Broad St
Cadillac XT6 Sport,2020,1460270000,Xe nước ngoài,1,Suv-crossover,54006,Hội nghị thượng đỉnh trắng,Unknown,7,HybridLanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,26,126,173.5,79,54.5,2447,136,3.18,3.07,159,5957,8455 S Dixie Hwy
Subaru Ascent Onyx Edition,2022,919885000,Xe nước ngoài,1,Suv-crossover,12803,Đen,Unknown,5,Hybrid3.8L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,26,72,176.9,92.9,53.8,2410,183,2.85,2.86,200,6708,4200 PARKWAY PL DR
Chevrolet Tahoe RST w/ Luxury Package,2022,919885000,Xe nước ngoài,1,Suv-crossover,17216,Cực trắng,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,35,36,72,170.6,107.9,52.3,2518,147,2.78,3.18,147,5980,234 Route 4 East
Ford Explorer Platinum w/ Premium Technology Package,2020,919793000,Xe nước ngoài,1,Suv-crossover,56374,Alfa trắng,Đen/loại trừ. khâu,6,Xăng 3.9L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,33,40,72,168.1,109,52.6,2699,232,3.48,2.92,93,5875,2380 South Highway 89
Hyundai Palisade SEL w/ Premium Package,2021,919172000,Xe nước ngoài,-1,Suv-crossover,18894,Áo tricoat màu trắng pha lê,Unknown,7,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,23,71.9,176.5,102.1,48.3,2333,155,2.83,2.92,169,5315,2380 South Highway 89
Toyota RAV4 XSE,2020,917125000,Xe nước ngoài,1,Suv-crossover,82757,Denim màu xanh kim loại,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,28,71.7,173.4,95.5,49.2,2669,152,3.35,2.85,170,5792,5115 NEW CENTRE DR
Toyota Highlander XLE,2021,916527000,Xe nước ngoài,1,Suv-crossover,27354,Bạc nguyên tử,Muội than,7,Xăng 3.9L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,26,71.7,174.1,86.9,50.7,2691,218,2.94,2.72,168,7017,240 Killian Commons Parkway
Mercedes-Benz GLC 300 4MATIC,2021,915561000,Xe nước ngoài,-1,Suv-crossover,33304,Bạc,Unknown,5,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,29,71.6,172.4,106.8,49.1,2725,139,3.28,2.77,153,5735,2300 S Federal Hwy
Toyota 4Runner SR5 Premium,2022,914733000,Xe nước ngoài,1,Suv-crossover,57854,Ngọc trai đen pha lê,Unknown,7,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,26,44,71.5,176.4,78.3,49.5,2338,181,3.33,2.84,202,5059,2013 N SALISBURY BLVD
"INFINITI QX80 Luxe w/ 22"" Wheel Package",2019,909029000,Xe nước ngoài,1,Suv-crossover,57621,Ngọc trai đen pha lê,Màu đen nhạt,5,Xăng 3.8L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,40,43,70.9,179.4,95.6,56.4,2793,171,2.71,3.23,191,5799,7951 Hewlett Loop Road
GMC Yukon SLT,2019,908477000,Xe nước ngoài,1,Suv-crossover,148139,Silica đen pha lê,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,36,38,70.8,167.2,103.7,54.8,2446,199,3.38,3.47,186,4971,5115 NEW CENTRE DR
Audi Q3 2.0T Premium Plus w/ Premium Plus Package,2022,908385000,Xe nước ngoài,1,Suv-crossover,20138,Ngọc trai trắng nổi tiếng,Unknown,7,Xăng 3.9L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,26,70.8,171.3,95.5,56,2393,163,3.3,2.83,117,6877,4200 PARKWAY PL DR
Mercedes-Benz GLC 300 4MATIC,2021,907212000,Xe nước ngoài,-1,Suv-crossover,29779,Đá granite đen kim loại,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,35,36,70.7,171.9,79.2,50.2,2476,172,3.37,3.01,170,5902,329 MIRACLE STRIP PKWY SW
Alfa Romeo Stelvio Ti,2022,896885000,Xe nước ngoài,1,Suv-crossover,30688,Caffeine kim loại,Unknown,5,Xăng 3.8L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,27,45,69.7,176.7,96.8,51.5,2784,159,3.49,3.48,120,6075,1924 N Paulina St
Cadillac Escalade Luxury,2016,896793000,Xe nước ngoài,1,Suv-crossover,112045,Trắng,Unknown,7,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,37,42,69.7,171.9,89.8,53.8,2401,126,3.43,3.43,96,6289,14705 GULF FWY
Volvo XC90 T5 Momentum,2020,895206000,Xe nước ngoài,1,Suv-crossover,47973,Hồng ngoại,Unknown,5,Xăng 3.8L,Unknown,Số tự động,FWD - Dẫn động cầu trước,29,41,69.5,169.6,89.7,55.2,2344,137,3.44,2.68,108,5267,2010 N SALISBURY BLVD
Lexus RX 350 FWD w/ Premium Package,2020,890031000,Xe nước ngoài,1,Suv-crossover,43646,Kim loại màu xám siêu âm,Unknown,7,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,28,33,69,167.1,82.4,56.2,2532,228,3.28,2.79,192,6284,640 Colemans Crossing
Toyota 4Runner SR5,2021,885500000,Xe nước ngoài,-1,Suv-crossover,103000,Hồ elkhart màu xanh kim loại,Titan đen,6,Xăng 3.9L,Unknown,Số tự động,FWD - Dẫn động cầu trước,36,36,68.6,173.9,101.4,51.5,2505,157,2.81,3.09,119,5822,488 US HIGHWAY 1
Honda Pilot Black Edition,2021,885431000,Xe nước ngoài,1,Suv-crossover,87496,Tăng tốc kim loại màu vàng,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,24,68.5,172.3,81.1,49.8,2292,147,3.28,3.42,166,5238,500 Broad St
Honda Pilot Black Edition,2021,885385000,Xe nước ngoài,1,Suv-crossover,60434,Kim loại màu xám cacbon hóa,Unknown,5,Xăng 3.9L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,23,68.5,177.5,87.2,48.5,2452,197,2.87,3.36,167,6294,5955 Peachtree Industrial Blv
Subaru Ascent Onyx Edition,2022,471477000,Xe nước ngoài,1,Suv-crossover,26389,Tòa nhà chọc trời màu xám kim loại,Xám,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,26,27.1,172.3,92.3,51.4,2667,190,3.44,2.69,147,6862,30 Ferguson Blvd
Lexus NX 300h AWD w/ Premium Package,2020,2184770000,Xe nước ngoài,1,Suv-crossover,35400,Kim loại đỏ,Unknown,7,Diesel 5.2L,Unknown,Số tay,AWD - 4 bánh toàn thời gian,18,22,101.2,171.2,103.2,48.7,2800,143,2.88,3.42,139,6216,350 Orange Drive
Chevrolet Camaro SS w/ 45th Anniversary Package,2012,2414701000,Xe nước ngoài,1,Convertible,184968,Màu xanh nhanh,Muội than,4,Hybrid6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,28,102.3,176.7,97.3,49.7,2674,203,3.28,3.34,201,4790,2411 South Federal Highway
Chevrolet Corvette Stingray Preferred Conv w/ 2LT,2023,2346000000,Xe nước ngoài,1,Convertible,3072,Trắng,Unknown,4,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,35,36,94.8,168.5,98.3,51.2,2610,137,2.81,2.98,201,4820,214 West Oklahoma Avenue
Bentley Continental GT,2016,2287235000,Xe nước ngoài,1,Convertible,65373,Áo khoác màu ánh kim màu đỏ sương mù,Unknown,4,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,13,23,101.8,173.7,76.6,54.4,2397,212,2.82,2.74,198,7135,505 BABCOCK BLVD E
Lexus LC 500 Convertible,2023,2283992000,Xe nước ngoài,1,Convertible,3166,Ngọn đuốc đỏ,Titan đen,4,Nhiên liệu linh hoạt 6.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,35,37,102.1,179,75.2,52.4,2695,125,3.04,3.32,143,4914,2100 DIXIE HWY
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2023,2276931000,Xe nước ngoài,1,Convertible,2146,Ngọn đuốc đỏ,Unknown,4,"Hybrid3,8L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,39,43,90.2,172.4,85.5,56.6,2739,173,3.36,3.12,173,4806,8600 PINES BLVD
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2023,597770000,Xe nước ngoài,1,Convertible,12680,Hồ elkhart màu xanh kim loại,Xám,4,Hybrid4.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,23,112.2,180,93.3,55.3,2780,139,2.94,3.22,194,5017,30725 S FEDERAL HWY
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2022,2276885000,Xe nước ngoài,-1,Convertible,6032,Bắc cực trắng,Unknown,4,"Nhiên liệu linh hoạt 5,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,18,23,92.4,177.4,109.3,52.7,2791,126,3.53,3.18,164,5055,9750 S Orange Blossom Trl
Ford Mustang Premium,2021,2276885000,Xe nước ngoài,1,Convertible,66923,Hồ elkhart màu xanh kim loại,Ngà voi,4,Nhiên liệu linh hoạt 2.4L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,13,22,94.7,176.6,109.8,51.4,2787,224,2.95,3.05,167,7006,750 Camino Del Rio North
BMW M4 Competition,2024,2241488000,Xe nước ngoài,1,Convertible,1925,Màu xám dravit cá nhân,Unknown,4,Xăng 2.0L,Unknown,Số tay,AWD - 4 bánh toàn thời gian,18,24,93.3,178,76.1,48,2554,173,3.45,3.39,161,5795,5101 E. Independence Blvd.
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2023,2207701000,Xe nước ngoài,1,Convertible,4262,Màu đỏ,Xám,4,HybridLanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,13,19,119.2,177.9,78.2,56.7,2795,197,3.52,3.38,181,6493,1020 Martin Luther King Jr Bl
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2021,2184908000,Xe nước ngoài,1,Convertible,6070,Đen,Unknown,4,Nhiên liệu linh hoạt 2.5L,Unknown,Số tay,AWD - 4 bánh toàn thời gian,12,18,100.5,174.3,95.6,54.6,2652,112,2.86,3.38,198,7119,1971 Thornton Road
Lexus LC 500 Convertible,2021,2140587000,Xe nước ngoài,1,Convertible,4934,Bạc kim loại rhodium,Unknown,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,18,24,95.6,174.1,107.4,50,2265,154,3.11,3.03,139,6946,3333 N 89th St
Chevrolet Corvette Stingray Preferred Conv w/ Z51 Performance Package,2023,2138425000,Xe nước ngoài,1,Convertible,2008,Xám,Titan đen,4,Hybrid2.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,13,19,103,173.5,99.6,54.9,2765,222,3.08,3.27,193,5309,2605 S Federal HWY
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2022,2090654000,Xe nước ngoài,1,Convertible,19709,Màu xanh nhanh,Unknown,4,HybridLanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,117.2,177,84.5,51.3,2326,222,3.37,3.42,186,5137,1900 S FIGUEROA ST
Chevrolet Corvette Stingray Premium Conv w/ Z51 Performance Package,2021,2070000000,Xe nước ngoài,1,Convertible,2490,Áo khoác màu ánh kim màu đỏ sương mù,Unknown,4,Nhiên liệu linh hoạt 3.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,21,28,113.4,176.4,83.9,54.7,2304,227,3.47,3.42,164,7040,495 WATSON BLVD
Porsche 718 Boxster S,2022,2070000000,Xe nước ngoài,-1,Convertible,6106,Bắc cực trắng,Unknown,4,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,18,26,100.2,172.2,89.6,55.8,2592,109,2.97,3.14,132,6930,59 Bisson Ave
Chevrolet Corvette Stingray Convertible,2023,2069885000,Xe nước ngoài,1,Convertible,17760,Màu xanh kim loại artic,Ngà voi,4,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,24,99,178.7,80.4,53.7,2698,216,3.24,3.2,160,5290,1221 ED NOBLE PKWY
Chevrolet Corvette Stingray Preferred Conv w/ Z51 Performance Package,2022,2069724000,Xe nước ngoài,1,Convertible,3750,Thép kim loại hiện đại,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,119.2,178,95.2,51.9,2392,118,2.91,3.01,111,6969,11315 US Highway 70 W
Chevrolet Corvette Stingray Preferred Conv w/ Z51 Performance Package,2022,2068850000,Xe nước ngoài,-1,Convertible,6312,Ánh kim đen nửa đêm,Đen,4,Xăng 1.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,24,102,170,90.2,48.9,2396,171,3.04,3.38,193,6232,806 Old Fort Pkwy
BMW M8 Convertible w/ M Driver's Package,2020,2067194000,Xe nước ngoài,1,Convertible,12286,Màu xanh astra,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,24,113.7,174.4,95,50.7,2602,188,2.81,3.11,97,6195,1900 S FIGUEROA ST
Chevrolet Corvette Stingray Preferred Conv w/ Battery Protection Package,2021,2046793000,Xe nước ngoài,1,Convertible,4570,Xám,Unknown,4,Xăng 1.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,21,28,95.3,170.8,80.2,52.2,2495,175,3.41,2.8,163,6276,13911 NORTH FWY
Porsche 911 Carrera,2018,2044654000,Xe nước ngoài,-1,Convertible,55966,Ngọc trai bão tuyết,Muội than,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,24,94.5,172.9,108.5,55.8,2441,156,3.11,3.08,127,6564,1150 Westford Street
Porsche 911 Carrera 4S,2014,2042400000,Xe nước ngoài,-1,Convertible,73552,Oxford trắng,Unknown,4,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,24,95.9,170.4,97.7,53.5,2600,154,3.43,2.83,175,5871,27 W 110 North Ave
Chevrolet Corvette Stingray Preferred Conv w/ Z51 Performance Package,2021,2023977000,Xe nước ngoài,1,Convertible,15837,Ngọc trai đen pha lê,Xám,4,Xăng 4.4L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,12,18,96.3,169.4,109,55.5,2601,201,3.04,2.86,113,6476,18900 Northwest Freeway
Chevrolet Corvette Stingray Convertible w/ Z51 Performance Package,2023,2022965000,Xe nước ngoài,1,Convertible,11168,Oxford trắng,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,22,116.2,171.8,106.6,48.9,2771,166,3.16,3.38,91,5849,"4747 Stevens Creek Boulevard"""
Chevrolet Corvette Stingray Preferred Conv w/ 2LT,2023,1437500000,Xe nước ngoài,-1,Convertible,24662,Oxford trắng,Unknown,4,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,111.4,173.4,109.5,50,2688,165,2.84,3.47,97,7032,51001 State Hwy 15
Chevrolet Corvette Stingray Preferred Conv w/ Battery Protection Package,2022,752629000,Xe nước ngoài,1,Convertible,1670,Oxford trắng,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,25,95.5,167.4,86.7,54.5,2700,228,2.8,2.88,144,6122,2005 Airport Way South
Nissan NV 3500 Passenger,2021,1147700000,Xe nước ngoài,1,Van-minivan,42699,Oxford trắng,Đen,7,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,24,116.4,179.7,95.4,55.6,2688,226,2.97,3.48,129,6073,4195 South Highway 27
Honda Odyssey EX-L,2018,1139006000,Xe nước ngoài,-1,Van-minivan,98317,Oxford trắng,Unknown,5,Xăng 2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,32,94.8,167.8,100,55.2,2612,212,3.48,3.08,202,6205,5333 Broadway St
Toyota Sienna XLE,2022,1131094000,Xe nước ngoài,-1,Van-minivan,46226,Oxford trắng,Unknown,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,34,108.1,174.9,93.5,50.2,2565,210,3.13,3.3,187,5928,2966 N DALE MABRY HWY
Kia Carnival SX,2023,1126954000,Xe nước ngoài,1,Van-minivan,12173,Ánh kim đen nửa đêm,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,20,29,116,172.9,87,56.4,2578,144,3.39,3.13,170,5276,2720 Highway 52 North
Kia Carnival SX Prestige,2023,1126885000,Xe nước ngoài,1,Van-minivan,17424,Kim loại từ tính,Đen,6,Xăng 2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,30,116.3,169,91.9,56,2563,126,3.44,3.3,201,4802,10720 PHILIPS HWY
Toyota Sienna XLE,2021,528885000,Xe nước ngoài,1,Van-minivan,23773,Hội nghị thượng đỉnh trắng,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,36,98,177.4,78.2,50.8,2586,187,2.85,2.79,195,7116,"1251 Milford St, 19 South"
Ford Transit 350 XL,2019,1126885000,Xe nước ngoài,1,Van-minivan,44285,Oxford trắng,Đen,7,Xăng 1.4L,Unknown,Số tự động,RFD - Dẫn động cầu sau,31,40,98.1,174.9,99.1,54.2,2464,139,3.09,3.21,170,5859,305 GRANT AVE
Toyota Sienna LE,2014,1126862000,Xe nước ngoài,1,Van-minivan,101187,Oxford trắng,Unknown,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,28,39,94.8,174.4,82,50.1,2763,220,3.16,2.69,144,5229,6200 North Loop East
Honda Odyssey Elite,2023,1126862000,Xe nước ngoài,1,Van-minivan,15035,Ngọc gió lạnh,Than đen,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,28,39,119.5,178.2,109.2,53.5,2494,123,3.33,3.36,97,5364,6200 North Loop East
Ford Transit 250 Low Roof,2021,1126862000,Xe nước ngoài,-1,Van-minivan,30992,Oxford trắng,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,28,106.5,170.5,84.5,51.4,2697,145,3.44,3.38,182,5536,6200 North Loop East
Ford Transit 250 Low Roof,2021,1126862000,Xe nước ngoài,-1,Van-minivan,21494,Máy bay phản lực đen,Titan đen,5,Xăng 2.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,30,38,107.1,174,103.5,49.4,2730,212,2.75,3.02,131,5930,6200 North Loop East
Ford Transit 250 Low Roof,2021,1126862000,Xe nước ngoài,-1,Van-minivan,30750,Ngọc bạch tuyết,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,41,95.8,170.6,84.3,54.1,2550,178,3.35,3.22,178,4936,6200 North Loop East
Ford Transit 250 Low Roof,2021,1126862000,Xe nước ngoài,-1,Van-minivan,27126,Oxford trắng,Đen tuyền/bạc anderson đậm,5,Hybrid2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,29,40,91.1,167.8,108.6,52.1,2751,121,3.14,2.83,180,5460,6200 North Loop East
Ford Transit 250 Low Roof,2021,1126770000,Xe nước ngoài,-1,Van-minivan,18782,Ánh kim đỏ rực rỡ ii,Unknown,5,Xăng 4.6L,Unknown,Số tự động,FWD - Dẫn động cầu trước,28,39,90.6,173.2,75.4,52.8,2364,228,2.96,2.73,186,4972,8805 Wayzata Boulevard
Ford Transit 250 Low Roof,2021,1126034000,Xe nước ngoài,-1,Van-minivan,22754,Mica xám trước bình minh,Bánh quy,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,30,40,100.3,167.1,109.8,54.3,2688,149,3.16,3.09,167,7120,9700 Dorchester Road
Toyota Sienna XLE,2021,1124700000,Xe nước ngoài,1,Van-minivan,39632,Watkins glen xám,Unknown,7,Nhiên liệu linh hoạt 1.5L,Unknown,Số tự động,FWD - Dẫn động cầu trước,24,33,110.4,168.6,93.5,52,2758,116,3,3.12,159,5305,1287 HOOKSETT RD
Ford Transit 350 XLT,2020,1121756000,Xe nước ngoài,1,Van-minivan,126078,Gò xoài,Đen,5,HybridLanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,31,41,100.3,170.7,85.6,52.9,2638,215,3.03,3.13,142,5734,1287 HOOKSETT RD
Chevrolet Express 2500 Extended w/ Driver Convenience Package,2022,1115500000,Xe nước ngoài,1,Van-minivan,5352,Kim loại màu xám cacbon hóa,Unknown,7,Nhiên liệu linh hoạt 3.7L,Unknown,Số tự động,RFD - Dẫn động cầu sau,30,38,91,174.4,80.3,51.6,2312,150,3.4,3.16,146,5150,2022 87th Ave SE
Ford Transit 350 XLT,2019,1114948000,Xe nước ngoài,1,Van-minivan,19531,Lưỡi bạc,Xám 2 tông,7,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,37,90.4,177.9,102.8,52.3,2305,136,2.79,2.81,179,7152,12747 FOLSOM BLVD
Ford E-350 and Econoline 350 Super Duty w/ Power Windows & Locks Group,2022,1108715000,Xe nước ngoài,1,Van-minivan,12573,Phấn,Unknown,7,Nhiên liệu linh hoạt 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,25,107.8,169.2,77.7,49.2,2764,117,3.41,3.37,163,6590,1420 N Tomoka Farms Rd
Toyota Sienna XLE,2022,1104000000,Xe nước ngoài,-1,Van-minivan,36637,Áo khoác kim loại tuyệt vời,Đen,7,Nhiên liệu linh hoạt 1.8L,Unknown,Số tự động,RFD - Dẫn động cầu sau,23,34,111.5,172.1,94.3,50.5,2593,220,2.97,3.42,202,6329,9393 South Memorial
"Ford Transit 250 148"" High Roof Extended",2021,1103977000,Xe nước ngoài,-1,Van-minivan,35822,Đen,Unknown,6,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,21,30,113.5,168.9,92.2,48.6,2583,172,3.23,3.48,165,5303,1255 S BECKMAN RD
Mercedes-Benz Metris Passenger,2020,1103954000,Xe nước ngoài,1,Van-minivan,18050,Bạc trời rơi,Unknown,6,Xăng 1.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,28,31,96.9,167.6,104.4,53.6,2284,184,2.87,3.34,128,6760,6200 North Loop East
